date,station_id,station_name,kecamatan,longitude,latitude,elevation_m,rainfall_mm
2020-01-18,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-18,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-19,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.7
2020-01-19,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.9
2020-01-19,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.8
2020-01-19,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.8
2020-01-19,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.8
2020-01-19,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.6
2020-01-19,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.9
2020-01-19,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.7
2020-01-19,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.7
2020-01-19,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.8
2020-01-19,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.8
2020-01-19,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.9
2020-01-19,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.7
2020-01-19,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,1.0
2020-01-19,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,1.0
2020-01-19,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.9
2020-01-19,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.9
2020-01-19,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.7
2020-01-19,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.7
2020-01-19,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.7
2020-01-19,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.8
2020-01-19,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.8
2020-01-19,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.6
2020-01-19,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.8
2020-01-19,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.7
2020-01-19,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.7
2020-01-19,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.6
2020-01-19,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.6
2020-01-19,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.9
2020-01-19,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.8
2020-01-20,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,1.4
2020-01-20,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,1.3
2020-01-20,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,1.3
2020-01-20,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,1.8
2020-01-20,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,1.4
2020-01-20,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,1.2
2020-01-20,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,1.3
2020-01-20,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,1.3
2020-01-20,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.9
2020-01-20,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,1.3
2020-01-20,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,1.4
2020-01-20,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,1.7
2020-01-20,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,1.8
2020-01-20,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,2.0
2020-01-20,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,1.5
2020-01-20,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,1.3
2020-01-20,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,1.8
2020-01-20,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,1.4
2020-01-20,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,1.5
2020-01-20,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,1.4
2020-01-20,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,1.5
2020-01-20,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,1.3
2020-01-20,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,1.3
2020-01-20,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,1.3
2020-01-20,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,1.3
2020-01-20,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,1.3
2020-01-20,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,1.2
2020-01-20,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,1.4
2020-01-20,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,1.5
2020-01-20,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,1.7
2020-01-21,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,8.7
2020-01-21,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,13.4
2020-01-21,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,12.6
2020-01-21,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,8.8
2020-01-21,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,10.9
2020-01-21,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,10.6
2020-01-21,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,9.0
2020-01-21,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,9.7
2020-01-21,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,9.2
2020-01-21,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,12.6
2020-01-21,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,12.3
2020-01-21,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,14.4
2020-01-21,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,12.7
2020-01-21,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,11.9
2020-01-21,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,11.5
2020-01-21,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,12.6
2020-01-21,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,9.2
2020-01-21,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,12.2
2020-01-21,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,11.5
2020-01-21,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,10.2
2020-01-21,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,12.7
2020-01-21,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,11.2
2020-01-21,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,10.2
2020-01-21,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,12.0
2020-01-21,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,9.1
2020-01-21,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,11.3
2020-01-21,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,11.3
2020-01-21,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,10.5
2020-01-21,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,12.3
2020-01-21,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,9.7
2020-01-22,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.0
2020-01-22,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.0
2020-01-22,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-22,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-22,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-22,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.0
2020-01-22,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.0
2020-01-22,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-22,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-22,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-22,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-22,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-22,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-22,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-22,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-22,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.4
2020-01-22,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-22,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-22,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-22,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-22,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.2
2020-01-22,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-22,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-22,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-22,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.4
2020-01-22,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-22,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-22,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
2020-01-22,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-22,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.4
2020-01-23,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,20.4
2020-01-23,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,16.4
2020-01-23,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,18.1
2020-01-23,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,14.7
2020-01-23,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,20.0
2020-01-23,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,18.3
2020-01-23,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,17.5
2020-01-23,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,18.8
2020-01-23,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,20.0
2020-01-23,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,18.3
2020-01-23,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,13.5
2020-01-23,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,16.6
2020-01-23,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,16.9
2020-01-23,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,21.6
2020-01-23,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,20.5
2020-01-23,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,17.1
2020-01-23,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,17.3
2020-01-23,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,16.0
2020-01-23,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,17.3
2020-01-23,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,13.9
2020-01-23,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,16.4
2020-01-23,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,14.0
2020-01-23,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,14.7
2020-01-23,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,18.6
2020-01-23,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,14.5
2020-01-23,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,21.8
2020-01-23,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,17.5
2020-01-23,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,17.5
2020-01-23,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,16.7
2020-01-23,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,19.3
2020-01-24,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,8.1
2020-01-24,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,8.2
2020-01-24,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,9.8
2020-01-24,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,8.0
2020-01-24,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,8.8
2020-01-24,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,6.9
2020-01-24,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,7.4
2020-01-24,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,8.9
2020-01-24,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,6.7
2020-01-24,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,8.7
2020-01-24,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,8.2
2020-01-24,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,8.0
2020-01-24,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,8.6
2020-01-24,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,10.5
2020-01-24,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,9.0
2020-01-24,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,6.6
2020-01-24,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,6.7
2020-01-24,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,7.4
2020-01-24,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,8.1
2020-01-24,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,7.8
2020-01-24,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,8.2
2020-01-24,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,6.1
2020-01-24,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,7.6
2020-01-24,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,7.7
2020-01-24,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,7.6
2020-01-24,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,8.2
2020-01-24,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,8.0
2020-01-24,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,7.9
2020-01-24,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,8.0
2020-01-24,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,6.2
2020-01-25,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,14.6
2020-01-25,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,13.2
2020-01-25,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,12.4
2020-01-25,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,10.9
2020-01-25,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,10.8
2020-01-25,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,13.6
2020-01-25,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,11.8
2020-01-25,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,12.7
2020-01-25,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,11.7
2020-01-25,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,11.4
2020-01-25,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,13.5
2020-01-25,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,12.9
2020-01-25,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,12.9
2020-01-25,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,14.2
2020-01-25,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,12.7
2020-01-25,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,12.6
2020-01-25,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,12.1
2020-01-25,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,11.5
2020-01-25,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,14.9
2020-01-25,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,10.4
2020-01-25,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,12.5
2020-01-25,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,11.0
2020-01-25,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,13.7
2020-01-25,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,11.8
2020-01-25,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,12.8
2020-01-25,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,9.5
2020-01-25,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,11.9
2020-01-25,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,13.2
2020-01-25,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,13.1
2020-01-25,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,14.0
2020-01-26,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.0
2020-01-26,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.0
2020-01-26,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-26,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-26,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-26,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.0
2020-01-26,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.0
2020-01-26,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-26,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-26,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-26,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-26,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-26,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-26,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-26,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-26,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.2
2020-01-26,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-26,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-26,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-26,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.1
2020-01-26,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.0
2020-01-26,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-26,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-26,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-26,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-26,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-26,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-26,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.2
2020-01-26,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-26,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-27,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,7.9
2020-01-27,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,5.3
2020-01-27,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,6.1
2020-01-27,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,6.8
2020-01-27,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,4.5
2020-01-27,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,5.4
2020-01-27,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,4.9
2020-01-27,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,4.8
2020-01-27,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,5.5
2020-01-27,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,4.7
2020-01-27,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,5.1
2020-01-27,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,6.0
2020-01-27,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,5.4
2020-01-27,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,5.7
2020-01-27,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,6.5
2020-01-27,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,6.5
2020-01-27,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,5.4
2020-01-27,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,5.2
2020-01-27,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,5.3
2020-01-27,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,4.7
2020-01-27,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,7.3
2020-01-27,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,5.7
2020-01-27,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,4.6
2020-01-27,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,5.2
2020-01-27,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,4.8
2020-01-27,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,5.5
2020-01-27,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,5.5
